bhk,type,locality,area,price,price_unit,region,status,age
2,Apartment,Hiranandani Estate Rodas Enclave,1093,1.7,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Woodrose,999,1.65,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Buttercup,999,1.66,Cr,Thane West,Ready to move,Resale
3,Apartment,ACME Basilia,1712,1.65,Cr,Thane West,Ready to move,Resale
2,Apartment,Wadhwa Courtyard Onyx,1129,1.6,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Fedora,1200,1.6,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Woodrose,999,1.65,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Buttercup,999,1.66,Cr,Thane West,Ready to move,Resale
2,Apartment,Wadhwa Courtyard Onyx,1129,1.6,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Fedora,1200,1.6,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Estate Rodas Enclave,1210,2.05,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1130,1.9,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Glenwood,1912,2.75,Cr,Thane West,Ready to move,Resale
3,Apartment,ACME Basilia,1712,1.65,Cr,Thane West,Ready to move,Resale
3,Apartment,ACME Oakwood and Ashwood,1353,1.5,Cr,Thane West,Ready to move,Resale
3,Apartment,Wadhwa Nest Wing A,1330,5.2,Cr,Andheri West,Ready to move,Resale
1,Apartment,Reputed Builder Spectra Casa Bela Gold,585,36.1,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,798,46.1,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1098,79.2,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1130,75.5,L,Dombivali,Ready to move,Resale
1,Apartment,Reputed Builder Spectra Casa Bela Gold,585,32.5,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1099,81.1,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,918,62,L,Dombivali,Ready to move,New
2,Apartment,Lodha Casa Bella Gold,864,54.5,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,779,45.2,L,Dombivali,Ready to move,Resale
2,Apartment,Reputed Builder Sophistica Casa Bela Gold,864,52,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,774,42.1,L,Dombivali,Ready to move,Resale
2,Apartment,Reputed Builder Atlantica E Casa Rio,1000,55.2,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio Gold,693,32.1,L,Dombivali,Ready to move,Resale
1,Apartment,Swaraj Homes Casa Rio Arabiana,595,33.1,L,Dombivali,Ready to move,Resale
1,Apartment,Swaraj Homes Casa Rio Arabiana,595,29.1,L,Dombivali,Ready to move,Resale
1,Apartment,Reputed Builder Casa Rio Viva,595,28.5,L,Dombivali,Ready to move,Resale
1,Apartment,Reputed Builder Casa Rio Viva,595,29.2,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,865,53.1,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,774,38.5,L,Dombivali,Ready to move,Resale
3,Apartment,Reputed Builder Garden View CHS,1200,1.6,Cr,Andheri West,Ready to move,Resale
3,Apartment,Amisha Empire Phase I,1390,1.24,Cr,Mira Road East,Ready to move,New
1,Apartment,RNA NG N G Diamond Hill D Phase II,711,58.95,L,Mira Road East,Under Construction,New
1,Apartment,RNA NG Silver Spring Phase III,650,57.24,L,Bhayandar East,Ready to move,New
1,Apartment,Today Sai Vrindavan 1,650,47,L,Karanjade,Ready to move,Resale
2,Apartment,Dream Arihant Niwara Sky,1223,1.81,Cr,Sion,Under Construction,New
2,Apartment,Dream Arihant Niwara Sky,1215,1.78,Cr,Sion,Under Construction,New
1,Apartment,Dream Arihant Niwara Sky,750,1.25,Cr,Sion,Under Construction,New
1,Apartment,Shraddha Pleasant,620,66,L,Vikhroli,Under Construction,New
1,Apartment,Usha Radhe Krishna Park,450,22.5,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,560,25,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,510,24.8,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,480,23.9,L,Karjat,Ready to move,New
1,Studio Apartment,Usha Radhe Krishna Park,350,12.9,L,Karjat,Ready to move,New
2,Apartment,Shree Aura,1155,90,L,Ulwe,Ready to move,Resale
2,Apartment,Planet Planet NX,1050,1,Cr,Kharghar,Ready to move,Resale
2,Apartment,Proviso Galaxy,1150,93,L,Kharghar,Ready to move,Resale
3,Apartment,Samarth Aangan ,1500,4.75,Cr,Andheri West,Ready to move,Resale
2,Apartment,Reputed Builder Tarapore Gardens,710,1.85,Cr,Andheri West,Ready to move,Resale
3,Apartment,Krishh Celestia,1675,1.75,Cr,Kharghar,Ready to move,Resale
2,Apartment,Reputed Builder Montreal Tower,850,2.75,Cr,Andheri West,Ready to move,Resale
2,Apartment,Proviso Galaxy,1150,93,L,Kharghar,Ready to move,Resale
3,Apartment,Samarth Aangan ,1500,4.75,Cr,Andheri West,Ready to move,Resale
2,Apartment,Reputed Builder Tarapore Gardens,710,1.85,Cr,Andheri West,Ready to move,Resale
1,Studio Apartment,Bhikhi Rudra,385,25.5,L,Karanjade,Ready to move,Resale
1,Studio Apartment,Tulsi Vansh,385,25.5,L,Karanjade,Ready to move,New
2,Apartment,Shri Vinayak Ashirwad,1100,70,L,Karanjade,Ready to move,Resale
2,Apartment,Shri Vinayak Ashirwad,1100,70,L,Karanjade,Ready to move,Resale
1,Apartment,Sheth Vasant Oasis,650,1.35,Cr,Andheri East,Ready to move,Resale
1,Apartment,Hetal Infra Riddhi Siddhi,751,61,L,Mira Road East,Under Construction,New
1,Apartment,Raj Florenza,725,65.25,L,Mira Road East,Ready to move,Resale
1,Apartment,Nandkumar Janki Legacy,695,61.5,L,Mira Road East,Under Construction,New
1,Apartment,Salasar Exotica I,747,65.89,L,Mira Road East,Under Construction,New
2,Apartment,Sanghvi Ecocity Phase 3,1070,90,L,Mira Road East,Under Construction,New
2,Apartment,Sanghvi Ecocity Phase 3,1070,84.8,L,Mira Road East,Under Construction,New
2,Apartment,Raj Akshay,1071,88,L,Mira Road East,Under Construction,New
2,Apartment,Sonam Indradhanush,1095,92,L,Mira Road East,Under Construction,New
2,Apartment,Sonam Indradhanush,1095,92,L,Mira Road East,Ready to move,Resale
2,Apartment,Strawberry The Address,995,92,L,Mira Road East,Ready to move,New
2,Apartment,Sonam Indradhanush,1095,92,L,Mira Road East,Under Construction,New
2,Apartment,MICL Aradhya D And E Tower,1050,98,L,Bhayandar East,Under Construction,New
1,Apartment,RNA NG Ocean Pearl,675,62,L,Mira Road East,Under Construction,New
2,Apartment,JK IRIS,1137,95,L,Mira Road East,Under Construction,New
2,Apartment,Reputed Builder Samriddhi,1044,99,L,Mira Road East,Ready to move,Resale
1,Apartment,SK Imperial Heights,684,64,L,Mira Road East,Ready to move,New
2,Apartment,Raj Heritage,1107,95.2,L,Mira Road East,Ready to move,New
2,Apartment,JP North Barcelona,1188,97,L,Mira Road East,Under Construction,New
2,Apartment,Unique Ivana,1090,91,L,Mira Road East,Under Construction,New
2,Apartment,Nandkumar Janki Legacy,1080,93,L,Mira Road East,Under Construction,New
2,Apartment,Unique Estate,1030,85,L,Mira Road East,Ready to move,New
2,Apartment,SKD Pinnacolo NX,1060,90,L,Mira Road East,Ready to move,New
2,Apartment,Sahakar Premier,1060,83.5,L,Mira Road East,Ready to move,New
2,Apartment,Raj Florenza,1070,95.25,L,Mira Road East,Ready to move,New
3,Apartment,Delta Vrindavan,1315,1.39,Cr,Mira Road East,Ready to move,New
2,Apartment,Salasar Exotica I,1080,88,L,Mira Road East,Under Construction,New
2,Apartment,Kakad Paradise Phase 2,1000,89.65,L,Mira Road East,Under Construction,New
2,Apartment,Salasar Exotica I,1080,86,L,Mira Road East,Under Construction,New
2,Apartment,Galaxy Shelter,850,1.35,Cr,Seawoods,Ready to move,Resale
1,Apartment,Lodha Casa Bella Gold,585,33,L,Dombivali,Ready to move,Resale
3,Apartment,Cidco NRI Complex,2363,4.8,Cr,Seawoods,Ready to move,Resale
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,317,59,L,Thane West,Under Construction,New
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,340,63.28,L,Thane West,Under Construction,New
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,317,59,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,317,59,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,340,63.28,L,Thane West,Under Construction,New
2,Apartment,Larkins Pride Palms,730,1.12,Cr,Thane West,Ready to move,Resale
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,317,59,L,Thane West,Under Construction,New
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,340,63.28,L,Thane West,Under Construction,New
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
2,Apartment,Lodha Crown,500,97,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,317,59,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,317,59,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,340,63.28,L,Thane West,Under Construction,New
1,Apartment,Lodha Crown,340,63.28,L,Thane West,Under Construction,New
2,Apartment,Siddharth Enclave,1000,2.7,Cr,Lower Parel,Ready to move,Resale
3,Apartment,Reputed Builder Pride Palm,1300,1.5,Cr,Thane West,Ready to move,Resale
2,Apartment,Runwal Pearl,750,82,L,Thane West,Ready to move,Resale
2,Apartment,Terraform Everest World,800,93,L,Thane West,Ready to move,Resale
3,Apartment,Reputed Builder Pride Palm,1300,1.5,Cr,Thane West,Ready to move,Resale
2,Apartment,Runwal Pearl,750,82,L,Thane West,Ready to move,Resale
2,Apartment,Terraform Everest World,800,93,L,Thane West,Ready to move,Resale
2,Apartment,Everest World Phase 3,980,98,L,Thane West,Ready to move,Resale
3,Apartment,Terraform Everest World,1000,1.25,Cr,Thane West,Ready to move,Resale
3,Apartment,Reputed Builder Vraj Green Vally,1300,1.4,Cr,Thane West,Ready to move,Resale
2,Apartment,Shreenath Nagar No 1 And 2,850,37.5,L,Nala Sopara,Ready to move,Resale
1,Apartment,Sanskruti Cherry Residency,620,29.99,L,Nala Sopara,Ready to move,Resale
1,Apartment,Mahavir Kanti Arena,600,33.9,L,Nala Sopara,Ready to move,Resale
1,Apartment,Deep Associates Paradise Apartment,595,25.99,L,Nala Sopara,Ready to move,Resale
1,Apartment,Reputed Builder Anand View,585,25.27,L,Nala Sopara,Ready to move,Resale
1,Apartment,Sai Buildcon Lake View Heights,575,27.5,L,Vasai,Under Construction,New
2,Apartment,Pooja White Flag,1200,1,Cr,Kamothe,Ready to move,Resale
2,Apartment,Sheth Vasant Lawns,1170,1.6,Cr,Thane West,Ready to move,Resale
3,Apartment,Neelkanth Palms,1421,1.55,Cr,Thane West,Ready to move,Resale
2,Apartment,Raymond Realty Ten X Habitat Tower C,1016,1.19,Cr,Thane West,Ready to move,Resale
3,Apartment,Raymond Ten X Habitat Raymond Realty Tower J,1328,1.45,Cr,Thane West,Under Construction,Resale
2,Apartment,Tata Serein Phase 1,1184,1.7,Cr,Thane West,Ready to move,Resale
2,Apartment,Wadhwa Ornella,830,1.15,Cr,Thane West,Ready to move,Resale
2,Apartment,Ashar Edge,1100,1.15,Cr,Thane West,Under Construction,Resale
2,Apartment,Dosti Imperia,1101,1.55,Cr,Thane West,Ready to move,Resale
2,Apartment,Dosti Imperia,1282,1.65,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Athena,800,1.4,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Barca,1126,1.4,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Solitaire Studio Apartment,1174,1.6,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Princeton CHS,870,1.11,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Villa Royale,1000,1.39,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Canosa,1324,1.5,Cr,Thane West,Ready to move,Resale
2,Apartment,JP Codename HOTCAKE,990,86,L,Mira Road East,Ready to move,New
3,Apartment,Progressive Pride CBD,1644,3.7,Cr,Belapur,Ready to move,Resale
2,Apartment,Dubey Gayatri Heights,1080,60,L,Karanjade,Ready to move,Resale
1,Apartment,Dweepmala Baline Dwellings,670,53,L,Ulwe,Ready to move,Resale
1,Apartment,SKD Pinnacolo And Pinnacolo NX,760,64.6,L,Mira Road East,Ready to move,Resale
2,Apartment,SKD Pinnacolo And Pinnacolo NX,1080,91.8,L,Mira Road East,Ready to move,Resale
2,Apartment,RNA NG Ocean Pearl,999,84.32,L,Mira Road East,Ready to move,New
2,Apartment,Sara Kshipra,1145,2.1,Cr,Sanpada,Ready to move,New
3,Apartment,Cidco NRI Complex,1770,4.3,Cr,Seawoods,Ready to move,Resale
1,Apartment,Reputed Builder Dharti Utsav,670,55,L,Kamothe,Ready to move,Resale
1,Apartment,Usha Radhe Krishna Park,520,25.3,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,480,24.6,L,Karjat,Ready to move,New
1,Studio Apartment, Radhe Krishna Heights,350,13.9,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,500,24.8,L,Karjat,Ready to move,New
1,Studio Apartment,Usha Radhe Krishna Park,420,12.8,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,560,23.8,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,520,25.4,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,520,22.5,L,Karjat,Ready to move,New
2,Apartment,Unimont Aurum,680,28.2,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,490,22.8,L,Karjat,Ready to move,New
2,Apartment, Radhe Krishna Heights,600,28,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,540,25.4,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,540,24,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,580,25.3,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,560,24.6,L,Karjat,Ready to move,New
1,Studio Apartment,Unimont Aurum,350,15,L,Karjat,Ready to move,New
1,Studio Apartment,Unimont Aurum,360,14,L,Karjat,Ready to move,New
2,Apartment,Unimont Aurum,600,29.5,L,Karjat,Ready to move,New
2,Apartment,Unimont Aurum,680,29.5,L,Karjat,Ready to move,New
1,Apartment,Neel Sidhi Orbit,530,60,L,Panvel,Ready to move,Resale
2,Apartment,Wadhwa Wise City South Block Phase I Plot RZ8 Building 4 Wing F2,830,52.75,L,Panvel,Under Construction,New
2,Apartment,Paradise Sai World City,1000,99,L,Panvel,Under Construction,New
2,Apartment,Vishwakarma Bhagyodaya Aarsh Aura Luxisca,816,98.07,L,Panvel,Under Construction,New
3,Apartment,Hiranandani Flora,2650,1.99,Cr,Panvel,Ready to move,New
2,Apartment,Sairama One World,1150,1.15,Cr,Panvel,Ready to move,New
2,Apartment,Sairama One World,800,95,L,Panvel,Ready to move,New
2,Apartment,Unimont Aurum,695,28.4,L,Karjat,Ready to move,New
2,Apartment,Unimont Aurum,600,29.6,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,500,25,L,Karjat,Ready to move,New
1,Studio Apartment, Radhe Krishna Heights,350,14.4,L,Karjat,Ready to move,New
1,Studio Apartment,Usha Radhe Krishna Park,500,14.6,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,520,24,L,Karjat,Ready to move,New
2,Apartment,Unimont Aurum,600,30,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,500,23.7,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,560,25.6,L,Karjat,Ready to move,New
1,Studio Apartment,Unimont Aurum,360,14.3,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,580,24.9,L,Karjat,Ready to move,New
2,Apartment,Reputed Builder Ekta Residency,800,1,Cr,Koper Khairane,Ready to move,Resale
1,Apartment,Usha Radhe Krishna Park,500,23.7,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,560,25.6,L,Karjat,Ready to move,New
1,Studio Apartment,Unimont Aurum,360,14.3,L,Karjat,Ready to move,New
1,Apartment,Unimont Aurum,580,24.9,L,Karjat,Ready to move,New
2,Apartment,Reputed Builder Ekta Residency,800,1,Cr,Koper Khairane,Ready to move,Resale
2,Apartment,Rustomjee Elanza,1105,2.9,Cr,Malad West,Ready to move,Resale
3,Apartment,Reputed Builder Orchid Tower,1120,2.08,Cr,Kandivali East,Ready to move,Resale
3,Apartment,N Rose Northern Heights,1106,2.65,Cr,Dahisar,Ready to move,Resale
2,Apartment,Reputed Builder Galaxy Orion,1140,95,L,Kharghar,Ready to move,Resale
1,Apartment,Venus Skyline,650,55,L,Ulwe,Ready to move,Resale
1,Apartment,Neelsidhi Balaji Prangan,575,68,L,Kharghar,Ready to move,Resale
2,Apartment,Cosmos Horizon,750,1.45,Cr,Thane West,Ready to move,Resale
2,Apartment,Anchor Park,850,45,L,Nala Sopara,Ready to move,Resale
1,Apartment,HDIL Dheeraj Upvan 2,610,98,L,Borivali East,Ready to move,Resale
2,Apartment,Lodha Amara 3 Bhk With Deck,672,1.05,Cr,Thane West,Ready to move,Resale
1,Apartment,Squarefeet Ace Square,430,63,L,Thane West,Ready to move,Resale
1,Apartment,Reputed Builder Neelkanth Vishwa,670,41,L,Vichumbe,Ready to move,Resale
1,Apartment,SK Imperial Heights,745,74.5,L,Mira Road East,Ready to move,New
2,Apartment,Prajapati Magnum Phase II,1050,83,L,Dronagiri,Ready to move,New
1,Apartment,Om Sai Heights,600,26.99,L,Nala Sopara,Ready to move,Resale
1,Apartment,Shree Sadguru Shanti Nagar Building No 2 H Wing,595,28.97,L,Nala Sopara,Ready to move,Resale
4,Apartment,SLV Neelkanth Heights,1900,3.45,Cr,Thane West,Ready to move,Resale
4,Apartment,SLV Neelkanth Heights,1850,3.5,Cr,Thane West,Ready to move,Resale
2,Apartment,Lodha Miraroad Tower 1 And Tower 2,1050,1.15,Cr,Mira Road East,Ready to move,New
1,Apartment,Nandkumar Janki Legacy,710,64,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Barcelona,750,72,L,Mira Road East,Ready to move,New
2,Apartment,Shree Sai Shweta Heights,1300,1.12,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Sahakar Shree Nidhi Sahakar Heights,750,64,L,Mira Road East,Ready to move,Resale
1,Apartment,Shree Sai Shweta Heights,750,73,L,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Miraroad Tower 1 And Tower 2,1050,1.06,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Lodha Miraroad Tower 1 And Tower 2,1050,1,Cr,Mira Road East,Ready to move,New
2,Apartment,JP Codename Dream Home Tower B,1050,89,L,Mira Road East,Ready to move,Resale
2,Apartment,Strawberry Onyx,1050,83,L,Mira Road East,Ready to move,Resale
2,Apartment,Pramanik Walchand Paradise,875,96.2,L,Mira Road East,Ready to move,New
2,Apartment,Sahakar Shree Nidhi Sahakar Heights,1070,89,L,Mira Road East,Ready to move,Resale
1,Apartment,Shree Sai Shweta Heights,750,67,L,Mira Road East,Ready to move,New
2,Apartment,JP North Barcelona,1100,97,L,Mira Road East,Ready to move,New
1,Apartment,JP North Barcelona,750,74,L,Mira Road East,Ready to move,Resale
1,Apartment,JP Codename HOTCAKE,700,62,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,1050,86,L,Mira Road East,Ready to move,New
1,Apartment,JP Codename Dream Home Tower B,710,67.1,L,Mira Road East,Under Construction,New
2,Apartment,Akshar Siddhi Heights,1150,1.65,Cr,Nerul,Ready to move,Resale
2,Apartment,Pawan Vatika,1010,72,L,Kalyan West,Ready to move,Resale
2,Apartment,BSEL Infrastructure Realty Ltd Kasturi Villa,1100,1.12,Cr,Kharghar,Ready to move,Resale
2,Apartment,Raunak City,1080,70,L,Kalyan West,Ready to move,Resale
4,Apartment,Akshar Shreeji Heights,3155,8.25,Cr,Seawoods,Ready to move,Resale
1,Apartment,Navkar Tower Part 2,415,29.5,L,Naigaon East,Ready to move,Resale
3,Apartment,Sunteck Maxx World,1000,57,L,Naigaon East,Under Construction,New
1,Apartment,JSB Nakshatra Primus,510,29,L,Naigaon East,Under Construction,New
1,Apartment,Unicorn Unicorn Global Arena,500,26,L,Naigaon East,Ready to move,New
1,Apartment,Shree Ram Heights,410,31.51,L,Naigaon East,Under Construction,New
1,Apartment,Poonam Park View Phase I,600,33.5,L,Virar,Ready to move,Resale
1,Apartment,Sri Garden Avenue K,600,34.15,L,Virar,Ready to move,Resale
1,Apartment,Rashmi Star City,500,21,L,Naigaon East,Ready to move,New
1,Studio Apartment,Reliable Garden,400,19,L,Naigaon East,Ready to move,Resale
1,Apartment,JSB Nakshatra Primus,500,23,L,Naigaon East,Ready to move,Resale
1,Apartment,Unicorn Unicorn Global Arena,500,24,L,Naigaon East,Ready to move,Resale
1,Apartment,JSB Nakshatra Greens,545,25,L,Naigaon East,Ready to move,Resale
1,Apartment,Rashmi Star City,700,24.5,L,Naigaon East,Ready to move,Resale
2,Apartment,Sunteck Maxx World,700,45,L,Naigaon East,Under Construction,New
1,Apartment,Shree Ram Heights,410,31.51,L,Naigaon East,Under Construction,New
1,Apartment,Sunteck West World,500,34,L,Naigaon East,Under Construction,New
1,Apartment,JSB Nakshatra Primus,610,34,L,Naigaon East,Under Construction,New
1,Apartment,Khandelwal Luxor Wing B,580,78,L,Borivali West,Under Construction,New
1,Apartment,Ornate Galaxy Phase II,600,32,L,Naigaon East,Ready to move,New
